incident_id,ARREST,incident_hour,offense_category_name,crime_against,victim_type_name,weapon_name,agency_type_name,population_group,victim_age_group,offender_age_group,stolen_count,recovered_count,suburban_area
172489919,0,2.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,18-25,18-25,1.0,1.0,N
172489923,0,7.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172489926,0,18.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172489941,0,23.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,18-25,26-35,1.0,1.0,N
172489955,0,18.0,Assault Offenses,Person,Individual,Handgun,City,100K-500K,26-35,26-35,1.0,1.0,N
172489976,0,14.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,100K-500K,36-50,26-35,1.0,1.0,N
172489983,0,6.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172489990,0,17.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,100K-500K,36-50,26-35,1.0,1.0,N
172489997,0,21.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,100K-500K,18-25,26-35,1.0,1.0,N
172490002,0,2.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,36-50,26-35,1.0,1.0,N
172490008,0,8.0,Assault Offenses,Person,Individual,Unknown,City,100K-500K,18-25,18-25,1.0,1.0,N
172490015,0,17.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,18-25,36-50,1.0,1.0,N
172490021,0,1.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,36-50,36-50,1.0,1.0,N
172490030,0,8.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,18-25,36-50,1.0,1.0,N
172490043,0,13.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,26-35,36-50,1.0,1.0,N
172490044,0,13.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490046,0,14.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,18-25,18-25,1.0,1.0,N
172490055,0,19.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,36-50,36-50,1.0,1.0,N
172490067,0,23.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,18-25,26-35,1.0,1.0,N
172490086,0,9.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,26-35,36-50,1.0,1.0,N
172490090,0,13.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490099,0,15.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,36-50,26-35,1.0,1.0,N
172490112,0,18.0,Assault Offenses,Person,Individual,Unknown,City,100K-500K,36-50,36-50,1.0,1.0,N
172490115,0,22.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,36-50,26-35,1.0,1.0,N
172490125,0,4.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490137,0,15.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,100K-500K,18-25,26-35,1.0,1.0,N
172490152,0,12.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,100K-500K,18-25,26-35,1.0,1.0,N
172490166,0,15.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,36-50,36-50,1.0,1.0,N
172490167,0,15.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,18-25,26-35,1.0,1.0,N
172490173,0,17.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,26-35,36-50,1.0,1.0,N
172490176,0,19.0,Assault Offenses,Person,Individual,Unknown,City,100K-500K,26-35,26-35,1.0,1.0,N
172490181,0,22.0,Robbery,Property,Individual,Unknown,City,100K-500K,36-50,26-35,1.0,1.0,N
172490189,0,4.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490226,0,18.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490232,0,20.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490238,0,2.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,18-25,26-35,1.0,1.0,N
172490244,1,8.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,36-50,51-65,1.0,1.0,N
172490269,0,16.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490270,0,8.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490275,0,19.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,36-50,26-35,1.0,1.0,N
172490297,0,10.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,100K-500K,18-25,26-35,1.0,1.0,N
172490308,0,16.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490315,0,23.0,Assault Offenses,Person,Individual,Unknown,City,100K-500K,26-35,51-65,1.0,1.0,N
172490317,0,23.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490328,1,10.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,26-35,18-25,1.0,1.0,N
172490330,0,10.0,Assault Offenses,Person,Individual,Unknown,City,100K-500K,26-35,26-35,1.0,1.0,N
172490341,0,12.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,100K-500K,18-25,26-35,1.0,1.0,N
172490368,0,19.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,36-50,36-50,1.0,1.0,N
172490371,0,22.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490372,0,22.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490387,0,11.0,Assault Offenses,Person,Individual,Unknown,City,100K-500K,18-25,36-50,1.0,1.0,N
172490388,0,2.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,100K-500K,36-50,26-35,1.0,1.0,N
172490408,0,21.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,26-35,51-65,1.0,1.0,N
172490415,0,23.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490433,1,13.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,26-35,36-50,1.0,1.0,N
172490437,0,16.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490438,1,16.0,Fraud Offenses,Property,Individual,Personal Weapons,City,100K-500K,18-25,26-35,1.0,1.0,N
172490447,0,17.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490456,0,0.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,36-50,26-35,1.0,1.0,N
172490472,0,10.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,36-50,26-35,1.0,1.0,N
172490473,0,10.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490479,0,12.0,Fraud Offenses,Property,Individual,Personal Weapons,City,100K-500K,18-25,36-50,1.0,1.0,N
172490481,0,10.0,Assault Offenses,Person,Individual,Personal Weapons,City,100K-500K,26-35,51-65,1.0,1.0,N
172490490,0,15.0,Extortion/Blackmail,Property,Individual,Unknown,City,100K-500K,18-25,36-50,1.0,1.0,N
172490494,0,12.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490505,1,20.0,Assault Offenses,Person,Law Enforcement Officer,Personal Weapons,City,100K-500K,26-35,36-50,1.0,1.0,N
172490525,0,23.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490535,0,15.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490545,0,18.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172490547,0,16.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,36-50,26-35,1.0,1.0,N
172490548,0,22.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,100K-500K,18-25,26-35,1.0,1.0,N
172490564,0,6.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,100K-500K,36-50,26-35,1.0,1.0,N
172490566,0,7.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,100K-500K,26-35,26-35,1.0,1.0,N
172575506,0,13.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,County,10K-50K,26-35,26-35,1.0,1.0,Y
172682757,0,14.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172682759,0,13.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,36-50,51-65,1.0,1.0,N
172682761,0,13.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172682765,0,12.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,36-50,51-65,1.0,1.0,N
172682774,0,22.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172682780,0,0.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,18-25,51-65,1.0,1.0,N
172682798,0,12.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172682811,0,14.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172682823,0,6.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,18-25,51-65,1.0,1.0,N
172682825,0,20.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172682826,0,23.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,18-25,51-65,1.0,1.0,N
172682830,0,9.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172682832,0,10.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172682842,0,17.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172682847,0,0.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172682862,0,19.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172682865,0,18.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,18-25,51-65,1.0,1.0,N
172682868,0,9.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172682891,0,16.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172682894,0,11.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172682902,0,12.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172682910,0,0.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172682911,0,18.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172682915,0,20.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172682919,0,13.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172682925,0,8.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172682931,0,9.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172682934,0,14.0,Fraud Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172682941,0,15.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172682944,0,11.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172682955,0,3.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,36-50,36-50,1.0,1.0,N
172682962,0,18.0,Fraud Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172682974,0,21.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172682983,0,10.0,Counterfeiting/Forgery,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172682992,0,10.0,Embezzlement,Property,Individual,Personal Weapons,City,500K+,36-50,51-65,1.0,1.0,N
172682997,0,16.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683010,0,13.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683019,1,11.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683020,0,14.0,Assault Offenses,Person,Individual,Other,City,500K+,36-50,26-35,1.0,1.0,N
172683030,0,16.0,Assault Offenses,Person,Individual,Other,City,500K+,36-50,18-25,1.0,1.0,N
172683038,0,6.0,Assault Offenses,Person,Individual,Unknown,City,500K+,18-25,26-35,1.0,1.0,N
172683041,0,13.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683044,1,17.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,18-25,1.0,1.0,N
172683047,0,17.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683053,0,19.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683069,0,20.0,Assault Offenses,Person,Individual,Handgun,City,500K+,36-50,36-50,1.0,1.0,N
172683070,0,20.0,Assault Offenses,Person,Individual,Knife/Cutting Instrument,City,500K+,26-35,36-50,1.0,1.0,N
172683071,0,21.0,Assault Offenses,Person,Individual,Knife/Cutting Instrument,City,500K+,26-35,26-35,1.0,1.0,N
172683080,0,0.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683084,1,0.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683097,0,2.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,500K+,26-35,36-50,1.0,1.0,N
172683098,0,0.0,Kidnapping/Abduction,Person,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683102,0,7.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683107,0,20.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172683108,0,8.0,Fraud Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683109,0,1.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683113,0,17.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172683121,0,8.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683123,0,12.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172683128,1,10.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683129,1,10.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683133,0,11.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683134,0,0.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172683136,0,15.0,Sex Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172683139,0,12.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683148,0,13.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,Under 18,1.0,1.0,N
172683157,0,12.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683167,0,9.0,Sex Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,18-25,1.0,1.0,N
172683176,0,12.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683177,0,16.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683184,0,18.0,Assault Offenses,Person,Individual,Blunt Object,City,500K+,26-35,26-35,1.0,1.0,N
172683188,0,15.0,Fraud Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683189,1,17.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683190,1,17.0,Assault Offenses,Person,Individual,Other,City,500K+,18-25,26-35,1.0,1.0,N
172683191,0,19.0,Robbery,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172683201,1,18.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,36-50,36-50,1.0,1.0,N
172683206,1,19.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,36-50,36-50,1.0,1.0,N
172683212,0,0.0,Assault Offenses,Person,Individual,Handgun,City,500K+,18-25,26-35,1.0,1.0,N
172683213,1,0.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,18-25,1.0,1.0,N
172683214,0,23.0,Assault Offenses,Person,Law Enforcement Officer,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683217,0,0.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172683221,0,2.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683225,0,5.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683226,1,3.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683232,0,5.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683250,0,21.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683264,0,12.0,Assault Offenses,Person,Individual,Handgun,City,500K+,26-35,18-25,1.0,1.0,N
172683265,0,16.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172683266,0,8.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172683288,1,0.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,18-25,18-25,1.0,1.0,N
172683289,1,14.0,Assault Offenses,Person,Individual,Blunt Object,City,500K+,26-35,36-50,1.0,1.0,N
172683295,1,15.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,18-25,18-25,1.0,1.0,N
172683304,0,17.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683311,0,14.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683325,1,21.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,18-25,1.0,1.0,N
172683330,1,2.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,18-25,18-25,1.0,1.0,N
172683334,1,1.0,Assault Offenses,Person,Individual,Handgun,City,500K+,18-25,26-35,1.0,1.0,N
172683335,1,1.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172683338,0,2.0,Robbery,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683351,1,2.0,Assault Offenses,Person,Individual,Handgun,City,500K+,36-50,36-50,1.0,1.0,N
172683353,0,1.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683360,1,0.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,18-25,1.0,1.0,N
172683362,0,11.0,Assault Offenses,Person,Individual,Blunt Object,City,500K+,26-35,26-35,1.0,1.0,N
172683363,0,4.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683364,0,10.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683381,1,13.0,Stolen Property Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,36-50,1.0,1.0,N
172683383,1,13.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683385,1,14.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683387,1,15.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,36-50,36-50,1.0,1.0,N
172683389,0,12.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172683392,0,15.0,Assault Offenses,Person,Individual,Knife/Cutting Instrument,City,500K+,36-50,36-50,1.0,1.0,N
172683399,0,17.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,18-25,1.0,1.0,N
172683402,0,17.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683405,0,11.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683408,0,7.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683410,1,19.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,36-50,36-50,1.0,1.0,N
172683412,1,19.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,51-65,1.0,1.0,N
172683414,0,17.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683426,0,20.0,Assault Offenses,Person,Individual,Firearm,City,500K+,26-35,26-35,1.0,1.0,N
172683434,0,0.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172683436,1,0.0,Assault Offenses,Person,Individual,Blunt Object,City,500K+,36-50,36-50,1.0,1.0,N
172683438,0,19.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683441,1,2.0,Assault Offenses,Person,Individual,Other,City,500K+,36-50,36-50,1.0,1.0,N
172683445,0,4.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683450,0,7.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172683458,0,6.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683467,0,2.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683476,0,6.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172683491,0,17.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683500,0,7.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172683503,0,7.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172683506,1,14.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,18-25,18-25,1.0,1.0,N
172683513,0,12.0,Burglary/Breaking & Entering,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683516,1,15.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683519,0,13.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683531,0,20.0,Fraud Offenses,Property,Individual,Personal Weapons,City,500K+,18-25,26-35,1.0,1.0,N
172683536,0,5.0,Fraud Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683540,0,20.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683546,1,22.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,36-50,1.0,1.0,N
172683548,1,23.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,36-50,36-50,1.0,1.0,N
172683555,0,1.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683558,1,1.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,36-50,36-50,1.0,1.0,N
172683562,1,3.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,36-50,1.0,1.0,N
172683564,0,1.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,26-35,1.0,1.0,N
172683567,0,22.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683568,0,22.0,Motor Vehicle Theft,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683579,0,14.0,Fraud Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683584,0,10.0,Destruction/Damage/Vandalism of Property,Property,Individual,Personal Weapons,City,500K+,26-35,36-50,1.0,1.0,N
172683586,1,11.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,26-35,18-25,1.0,1.0,N
172683591,0,0.0,Assault Offenses,Person,Individual,Personal Weapons,City,500K+,18-25,18-25,1.0,1.0,N
172683592,0,0.0,Fraud Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
172683596,1,12.0,Assault Offenses,Person,Individual,Knife/Cutting Instrument,City,500K+,26-35,26-35,1.0,1.0,N
172683605,0,0.0,Larceny/Theft Offenses,Property,Individual,Personal Weapons,City,500K+,36-50,51-65,1.0,1.0,N
172683607,0,0.0,Fraud Offenses,Property,Individual,Personal Weapons,City,500K+,26-35,26-35,1.0,1.0,N
